period,year,month,headline,pub_date,happiness_score,matched_words,total_words,coverage_ratio
After,2010,1,"When House Prices Rise, Sales Fall",2010-01-25T20:46:03+0000,5.31,6,6,1.0
After,2010,1,JAL Falls on Report That Agencies Eye Bankruptcy,2010-01-06T11:18:59+0000,4.57,7,8,0.9
After,2010,1,"Pressure Cooking: Fast, Healthy Eating",2010-01-25T16:24:17+0000,6.5,5,5,1.0
After,2010,1,Top Ice Dancing Pair Finds Strength in Stability,2010-01-09T01:44:25+0000,6.4,8,8,1.0
After,2010,1,Corrections,2010-01-26T03:28:34+0000,,0,1,0.0
After,2010,1,"With New Member, Supreme Court Takes New Look at Crime Lab Ruling",2010-01-12T01:19:17+0000,5.29,12,12,1.0
After,2010,1,Bankers Return to Davos With a Bit Less Swagger,2010-01-26T03:04:25+0000,4.94,7,9,0.8
After,2010,1,B.C.S. National Championship Game: No. 2 Texas (13-0) vs. No. 1 Alabama (13-0),2010-01-07T23:20:12+0000,5.22,11,11,1.0
After,2010,1,"Nora Gouge, Todd Moore",2010-01-16T14:57:17+0000,5.23,2,4,0.5
After,2010,1,Not Guilty Verdict in File-Sharing Case,2010-01-18T22:55:42+0000,4.79,7,7,1.0
After,2010,1,Corrections,2010-01-12T03:54:14+0000,,0,1,0.0
After,2010,1,Arenas Cites Bad Judgment in Gun Case,2010-01-03T00:21:10+0000,4.14,5,7,0.7
After,2010,1,Obama Details New Policies in Response to Terror Threat,2010-01-08T00:43:22+0000,4.88,9,9,1.0
After,2010,1,Scorecard | Rick Owens Wins!,2010-01-25T22:45:21+0000,6.32,2,4,0.5
After,2010,1,Video Games | Loeffler Randall’s Spring 2010 Look Book,2010-01-20T20:25:52+0000,6.46,6,8,0.8
After,2010,1,"Deborah Howell, One of the First Women to Lead a Big U.S. Paper, Dies at 68",2010-01-04T03:10:12+0000,5.37,15,16,0.9
After,2010,1,Ford’s Bet: It’s a Small World After All,2010-01-09T18:31:42+0000,5.35,10,10,1.0
After,2010,1,"In Power Push, Movement Sees Base in G.O.P.",2010-01-15T01:43:37+0000,5.39,10,10,1.0
After,2010,1,The Health Care System Without Change,2010-01-22T16:48:30+0000,5.54,6,6,1.0
After,2010,1,Chinese Gay Pageant Is Shut Down,2010-01-15T21:12:23+0000,4.5,5,6,0.8
After,2010,1,BioScrip Snaps Up Critical Homecare for $343 Million,2010-01-25T11:33:28+0000,5.49,4,7,0.6
After,2010,1,Chinese Maker Hopes to Offer Electric Car for U.S. by Year-End,2010-01-13T05:28:13+0000,5.61,13,13,1.0
After,2010,1,Moving House,2010-01-22T19:39:28+0000,5.85,2,2,1.0
After,2010,1,Subprime: The Lung Cancer of Banking?,2010-01-28T11:10:03+0000,4.54,5,6,0.8
After,2010,1,A Tenement Transformed Tells the Lives of Its Squatters,2010-01-29T16:54:37+0000,5.41,7,9,0.8
After,2010,1,Law Has Little Effect on Early Release for Inmates,2010-01-29T16:03:46+0000,5.1,9,9,1.0
After,2010,1,"Leaving the Nest, but How Far to Go?",2010-01-26T16:40:09+0000,4.63,7,8,0.9
After,2010,1,Chinese Legal Experts Propose Ban on Eating Cats and Dogs,2010-01-26T23:29:52+0000,5.68,9,10,0.9
After,2010,1,In Search of Fatter Wallets at Sundance,2010-01-23T18:37:30+0000,5.2,4,7,0.6
After,2010,1,Liberty Bowl: Arkansas (7-5) vs. East Carolina (9-4),2010-01-02T22:25:57+0000,5.65,6,6,1.0
After,2010,1,Peperonata,2010-01-07T20:59:15+0000,,0,1,0.0
After,2010,1,Report Says 9 Million Books Pirated Online,2010-01-15T02:23:00+0000,6.28,5,6,0.8
After,2010,1,One Ballplayer Heartened by McGwire’s Admission,2010-01-11T22:44:42+0000,5.3,4,7,0.6
After,2010,1,The First Senator From the Tea Party?,2010-01-06T17:41:51+0000,5.83,7,7,1.0
After,2010,1,Kraft to Acquire Cadbury in Deal Worth $19 Billion,2010-01-20T03:14:50+0000,6.25,6,8,0.8
After,2010,1,"Shaky Seats, Leaky Fluids",2010-01-21T20:18:14+0000,5.58,1,4,0.2
After,2010,1,"Immobile and Aging, Rover to Study Mars From One Spot",2010-01-27T04:44:49+0000,5.19,9,10,0.9
After,2010,1,India: A U.S. Promise on Afghanistan,2010-01-20T04:11:36+0000,5.5,7,7,1.0
After,2010,1,Holden Signs Short-Term Contract With Bolton,2010-01-26T19:24:51+0000,5.22,5,7,0.7
After,2010,1,"For Transgender People, Name Is a Message",2010-01-25T00:58:21+0000,5.6,6,7,0.9
After,2010,1,Strong Finish by Ogilvy in Start to the PGA Season,2010-01-11T05:12:22+0000,5.79,8,10,0.8
After,2010,1,How to Live Well Beyond Breast Cancer,2010-01-15T15:53:31+0000,5.21,7,7,1.0
After,2010,1,"For Wall Street, Tough Talk, but Weak Reforms",2010-01-28T03:50:55+0000,4.8,8,8,1.0
After,2010,1,Dialing It Back at the Globes,2010-01-21T17:45:39+0000,5.02,4,6,0.7
After,2010,1,Reviving Phoenix Through Art,2010-01-26T23:57:24+0000,6.05,3,4,0.8
After,2010,1,"After Super Bowl Catch, Tyree Is Just Hanging On",2010-01-08T03:55:24+0000,5.53,8,9,0.9
After,2010,1,"‘American Idiot’ Gets Its Broadway Cast, and a Grammy Night Kickoff",2010-01-28T16:44:27+0000,5.53,10,11,0.9
After,2010,1,The Globes: Wet and Earnest,2010-01-18T02:34:45+0000,5.11,3,5,0.6
After,2010,1,Buffett Takes Stake in Munich Re,2010-01-26T11:29:45+0000,5.11,4,6,0.7
After,2010,1,"Video of Sri Lankan Executions Appears Authentic, U.N. Says",2010-01-08T22:27:50+0000,5.45,6,10,0.6
After,2010,1,A Sign of Things to Come at Ohio State?,2010-01-02T05:26:09+0000,5.31,9,9,1.0
After,2010,1,Citi Said to Face Legal Action Over Severance Pay,2010-01-07T06:55:58+0000,5.39,7,9,0.8
After,2010,1,"Sarah Barlow, Nicholas Huston",2010-01-02T16:23:06+0000,5.47,2,4,0.5
After,2010,1,"Until Flo Ebbs, Progressive Will Capitalize on Her Popularity",2010-01-17T14:00:10+0000,5.96,6,9,0.7
After,2010,1,Islamic Republic Crushed the Dreams of Iran’s Top Tennis Players,2010-01-30T20:02:36+0000,5.43,11,11,1.0
After,2010,1,Scallop Gumbo,2010-01-29T22:52:40+0000,,0,2,0.0
After,2010,1,Dialing in a Plan: The Times Installs a Meter on Its Future,2010-01-20T16:50:20+0000,5.55,9,12,0.8
After,2010,1,"Seaside Views, Sri Lankan Tastes",2010-01-21T21:04:19+0000,6.15,2,5,0.4
After,2010,1,Text Messages in China to Be Scanned for ‘Illegal Content’,2010-01-19T15:51:40+0000,5.22,9,10,0.9
After,2010,1,"As Tourism and Advertising Slide, a Zeppelin Company Tries to Stay Aloft",2010-01-01T04:34:11+0000,5.34,9,12,0.8
After,2010,1,3 Blackwater Guards Called Baghdad Shootings Unjustified,2010-01-17T00:18:55+0000,4.51,3,6,0.5
After,2010,1,Feeling Unsettled at a Feel-Good Show,2010-01-27T18:02:42+0000,5.86,6,7,0.9
After,2010,1,25 Across: Part of a Mushroom,2010-01-10T23:00:34+0000,5.03,4,5,0.8
After,2010,1,Week Ahead: New York Jewish Film Festival,2010-01-12T18:47:50+0000,6.23,7,7,1.0
After,2010,1,Blizzard Conditions Acrostic,2010-01-02T17:00:41+0000,4.78,2,3,0.7
After,2010,1,Vivid Testimony in Trial of Three Officers Accused in Subway Station Assault,2010-01-22T02:21:45+0000,4.7,11,12,0.9
After,2010,1,Laughing It Up,2010-01-21T02:11:46+0000,6.45,3,3,1.0
After,2010,1,In Defense of Bernanke,2010-01-25T17:42:01+0000,5.21,3,4,0.8
After,2010,1,Security and Civil Liberties in the Age of Terrorism,2010-01-03T02:41:27+0000,5.04,9,9,1.0
After,2010,1,The Naked and the Dead,2010-01-23T06:27:12+0000,4.62,5,5,1.0
After,2010,1,"Apple Buys Quattro, an Ad Firm",2010-01-06T07:18:47+0000,5.63,4,6,0.7
After,2010,1,Binge on Jazz,2010-01-08T02:46:55+0000,5.99,2,3,0.7
After,2010,1,Cuomo to Sue Vantage Properties for Harassment,2010-01-29T12:03:39+0000,5.04,5,7,0.7
After,2010,2,Brad Pitt and Angelina Jolie Sue Murdoch Paper in Britain,2010-02-08T19:49:02+0000,5.32,6,10,0.6
After,2010,2,A Woman’s Undying Gift to Science,2010-02-02T21:55:29+0000,6.11,6,7,0.9
After,2010,2,Military Brings 43 Alleged Rebels to Court in Manila,2010-02-15T11:43:01+0000,4.73,7,8,0.9
After,2010,2,A Move to Expand Falters as Kirin Ends Talks With Suntory,2010-02-08T22:48:54+0000,5.32,8,11,0.7
After,2010,2,"Play It Again, Broadway, and Again",2010-02-17T17:49:02+0000,5.78,6,6,1.0
After,2010,2,Narrating Canada’s Quest for Gold in Men’s Hockey,2010-02-26T18:00:55+0000,5.77,9,10,0.9
After,2010,2,A Visual Tool to Track Olympic Tweets,2010-02-19T20:58:17+0000,5.47,7,7,1.0
After,2010,2,Where to Hold Hands,2010-02-08T23:07:04+0000,5.42,4,4,1.0
After,2010,2,Taking a Texas Primary Ever Further to the Right,2010-02-15T02:29:32+0000,5.48,9,9,1.0
After,2010,2,Correction,2010-02-14T03:35:45+0000,4.44,1,1,1.0
After,2010,2,Night Out With André Leon Talley,2010-02-26T22:55:24+0000,5.43,4,6,0.7
After,2010,2,Boligarchs & The Bolibourgeoisie,2010-02-25T17:28:20+0000,4.98,1,3,0.3
After,2010,2,Two Schools of Thought,2010-02-26T17:22:57+0000,5.68,4,4,1.0
After,2010,2,A Better Future (or Typeface) for the Na’vi,2010-02-09T14:29:09+0000,5.45,8,9,0.9
After,2010,2,Teenagers Speak Up on Salinger,2010-02-02T01:09:35+0000,5.87,3,5,0.6
After,2010,2,A Rankings Shake-Up in Men’s Tennis,2010-02-02T00:46:27+0000,5.64,8,8,1.0
After,2010,2,Teachers’ Union and N.A.A.C.P. Sue to Stop School Closings,2010-02-01T22:09:37+0000,5.18,12,13,0.9
After,2010,2,An Olympic-Size Marketing Dispute,2010-02-12T00:20:23+0000,4.98,5,5,1.0
After,2010,2,Pakistan Arrests 35 in U.S. Soldiers’ Deaths,2010-02-04T07:53:01+0000,4.25,7,7,1.0
After,2010,2,New ‘Hawaii Five-O’ Makes Its First Booking,2010-02-08T15:33:40+0000,5.91,7,8,0.9
After,2010,2,"Balanced on a Skater’s Blades, the Expectations of a Nation",2010-02-23T02:43:23+0000,5.32,10,11,0.9
After,2010,2,Hot Breath of Saharan Rock Blows in From Africa,2010-02-19T22:56:41+0000,5.33,8,9,0.9
After,2010,2,Dysfunction Function: Charting the Ideal and Real Legislative Process,2010-02-23T20:40:19+0000,5.67,7,9,0.8
After,2010,2,The Cost of a $499 iPad: $290,2010-02-05T23:08:43+0000,5.15,5,5,1.0
After,2010,2,Ancient Sphere Where Cultures Mingled,2010-02-05T00:37:58+0000,5.71,4,5,0.8
After,2010,2,Nelson Mandela’s Captive Audience: Freedom’s Dominoes,2010-02-06T19:23:53+0000,5.87,5,8,0.6
After,2010,2,Should Grocers Be Allowed to Sell Wine in New York?,2010-02-10T03:23:42+0000,5.74,9,10,0.9
After,2010,2,I’m a Poet,2010-02-22T13:15:51+0000,5.68,4,4,1.0
After,2010,2,"New Season, More Vocalists for Jazz at Lincoln Center",2010-02-23T01:00:33+0000,5.83,8,9,0.9
After,2010,2,Corrections,2010-02-26T04:05:51+0000,,0,1,0.0
After,2010,2,Photo of the Week,2010-02-11T20:30:29+0000,5.47,4,4,1.0
After,2010,2,"To Protect Manning, Colts’ Line Adjusts",2010-02-04T23:30:32+0000,5.53,4,6,0.7
After,2010,2,"Forecast: The Downhill, Hopefully",2010-02-15T04:53:56+0000,5.91,3,4,0.8
After,2010,2,Must See: Fragile Hopes in Fighting Cancer,2010-02-26T18:03:51+0000,4.5,7,7,1.0
After,2010,2,A Burial Ground and Its Dead Are Given Life,2010-02-25T21:05:28+0000,4.82,9,9,1.0
After,2010,2,Alicia Llosa and Christopher Chang,2010-02-13T17:50:44+0000,5.43,3,5,0.6
After,2010,2,Lloyds Chief Becomes Latest to Waive Bonus,2010-02-23T11:36:05+0000,6.14,5,7,0.7
After,2010,2,"Ah, Skee Ball",2010-02-26T18:55:25+0000,5.74,2,3,0.7
After,2010,2,U.S. Bobsledder Beats 50-50 Curve,2010-02-27T01:14:33+0000,5.21,4,5,0.8
After,2010,2,Small Plane Crashes into Texas Office,2010-02-18T19:23:23+0000,5.3,5,6,0.8
After,2010,2,An Accent on Authenticity,2010-02-04T15:40:03+0000,5.34,3,4,0.8
After,2010,2,Saudi Securities Regulator Fines 6 Investors,2010-02-01T07:49:20+0000,5.15,3,5,0.6
After,2010,2,China Grooms Team to Become a Powerhouse,2010-02-15T02:27:38+0000,5.52,5,7,0.7
After,2010,2,Trains Collide Head-On in Belgium,2010-02-15T10:43:53+0000,5.45,5,6,0.8
After,2010,2,"Merkel Set to Buy Bank Data, but Party Hesitates",2010-02-02T08:56:28+0000,5.75,7,9,0.8
After,2010,2,"Crispy Lamb With Cumin, Scallions and Red Chilies",2010-02-10T02:17:46+0000,5.72,4,8,0.5
After,2010,2,A Busy Farewell Season for Seattle Conductor,2010-02-04T22:26:52+0000,5.17,7,7,1.0
After,2010,2,Are Grandparents Making Kids Fat?,2010-02-26T15:43:58+0000,5.5,4,5,0.8
After,2010,2,Paperback Row,2010-02-17T00:41:42+0000,4.94,1,2,0.5
After,2010,2,No Cause Found for Cluster of Birth Defects,2010-02-10T04:22:09+0000,5.09,7,8,0.9
After,2010,2,Reprising the Olive,2010-02-11T19:01:54+0000,5.49,2,3,0.7
After,2010,2,"Anger and Angst, Explored With Animation",2010-02-25T22:38:39+0000,4.41,3,6,0.5
After,2010,2,Roman’s,2010-02-17T00:37:47+0000,5.37,2,2,1.0
After,2010,2,Underwater Plate Cuts 400-Mile Gash,2010-02-27T17:41:20+0000,4.8,3,5,0.6
After,2010,2,Chic in Review | Stealing Is So Last Season,2010-02-05T22:00:22+0000,4.75,7,8,0.9
After,2010,2,"As Deadline Nears, G.M.’s Sale of Hummer Faces Several Big Obstacles",2010-02-24T01:42:55+0000,5.35,10,13,0.8
After,2010,2,Making the Rounds With a New Grater,2010-02-10T02:35:58+0000,5.69,6,7,0.9
After,2010,2,"A Neighborhood Evolves, History Intact",2010-02-25T18:42:47+0000,5.82,3,5,0.6
After,2010,2,Surgery for Obese Children?,2010-02-15T19:33:30+0000,5.0,3,4,0.8
After,2010,2,Army of Me,2010-02-28T08:19:31+0000,5.33,3,3,1.0
After,2010,2,The Women of the Ring Are Back for a Rematch,2010-02-13T00:45:23+0000,5.46,9,10,0.9
After,2010,2,‘Don’t Go Buying a Boat’,2010-02-04T16:26:43+0000,5.51,6,6,1.0
After,2010,2,"Another Big Night for the Olympics (‘Grey’s Anatomy,’ Not So Much)",2010-02-19T18:27:59+0000,5.38,11,12,0.9
After,2010,2,"Act I, Scene I: The Cellphone Must Not Go On",2010-02-17T17:24:51+0000,5.39,9,10,0.9
After,2010,2,Building a Better Bunker-Buster,2010-02-11T11:26:10+0000,6.06,3,5,0.6
After,2010,2,Police Officer Is Charged After a Crash,2010-02-14T14:37:13+0000,4.71,7,7,1.0
After,2010,2,The D’Artagnan Anniversary Party,2010-02-27T00:30:48+0000,6.0,4,5,0.8
After,2010,2,Shareholders Deciding a Dividend,2010-02-09T01:50:41+0000,5.6,3,4,0.8
After,2010,2,How G.O.P. Worker Got Bloomberg Money Is Investigated,2010-02-10T06:03:18+0000,5.35,9,10,0.9
After,2010,2,Ski Cross Enters the Vancouver Games With Aches and Quirks,2010-02-19T01:49:26+0000,5.65,8,10,0.8
After,2010,2,Chandeliers That Sing Their Own Praises,2010-02-10T23:58:39+0000,5.93,4,6,0.7
After,2010,2,"Winter Games Not Yet Done, but Oscar Is on Horizon for Madison Avenue",2010-02-26T18:57:34+0000,5.54,13,13,1.0
After,2010,2,Wall Street Bonuses Said to Rise 17% in 2009,2010-02-23T13:21:20+0000,5.44,6,7,0.9
After,2010,2,"Kinko's? Yes, Sometimes.",2010-02-01T15:28:18+0000,5.69,3,4,0.8
After,2010,2,You Can Have Lindsey; I’ll Take Kwame,2010-02-10T22:55:47+0000,5.6,6,8,0.8
After,2010,2,Military Airlifts From Haiti Resume,2010-02-02T05:00:00+0000,4.92,4,5,0.8
After,2010,2,Mystical Form of Islam Suits Sufis in Pakistan,2010-02-26T03:12:53+0000,5.01,6,8,0.8
After,2010,2,Canada: Air Force Official Charged,2010-02-09T07:01:06+0000,5.44,5,5,1.0
After,2010,2,Pelosi Says Republicans Were Slow on Jobs,2010-02-18T01:27:36+0000,5.0,6,7,0.9
After,2010,2,Will Your Employer Restore Its 401(k) Match?,2010-02-08T17:54:42+0000,5.63,7,7,1.0
After,2010,2,"Espresso to Go, Anywhere",2010-02-19T14:59:59+0000,5.29,3,4,0.8
After,2010,2,Pushing Korean Design Into the Future,2010-02-25T01:23:43+0000,5.45,6,6,1.0
After,2010,2,Tanoreen,2010-02-24T02:08:06+0000,,0,1,0.0
After,2010,2,Answers From Chuck Scarborough,2010-02-24T15:50:42+0000,5.51,3,4,0.8
After,2010,2,"Judge Sylvia Pressler, Who Opened Little League to Girls, Dies at 75",2010-02-17T05:31:35+0000,5.06,10,11,0.9
After,2010,2,Indiana Fallout Over Bayh,2010-02-16T23:43:07+0000,5.24,2,4,0.5
After,2010,2,China’s Defiance Stirs Fears for Missing Dissident,2010-02-03T01:07:01+0000,4.26,5,8,0.6
After,2010,2,"More Government Debt, Please",2010-02-02T16:16:26+0000,5.04,4,4,1.0
After,2010,2,Photos of the Moment | Backstage at Milan,2010-02-25T19:00:26+0000,5.49,5,7,0.7
After,2010,2,A Horror Show,2010-02-26T00:21:24+0000,4.84,3,3,1.0
After,2010,2,"Required Viewing | ‘Paris, Texas’",2010-02-05T17:15:59+0000,5.66,4,4,1.0
After,2010,2,Did Belarus Rip Off ‘The Big Bang Theory’?,2010-02-09T20:53:04+0000,4.88,7,8,0.9
After,2010,2,DNA Match Leads to Arrest in Rapes From 2000 and ’03,2010-02-19T03:32:50+0000,5.09,8,9,0.9
After,2010,2,"News Quiz | February 23, 2010",2010-02-23T06:30:42+0000,5.33,3,3,1.0
After,2010,2,"An Order of Prosperity, to Go",2010-02-17T05:03:29+0000,5.47,6,6,1.0
After,2010,2,"Rex Nettleford, Jamaican Scholar and Educator, Dies at 76",2010-02-17T23:58:08+0000,4.67,4,8,0.5
After,2010,2,Malicious Software Infects Computers,2010-02-18T06:33:02+0000,6.7,2,4,0.5
After,2010,2,Palestinian Rights Advocates to Protest Performance by the Israel Ballet,2010-02-19T17:47:07+0000,5.32,10,10,1.0
After,2010,2,Inside the Rings,2010-02-16T16:24:18+0000,5.58,3,3,1.0
After,2010,2,They’re Glad They Didn’t Stop at Three,2010-02-28T22:08:15+0000,5.31,9,9,1.0
After,2010,2,J.P. Morgan Announces Deal for Parts of RBS Sempra,2010-02-16T09:33:45+0000,5.33,8,10,0.8
After,2010,2,Is Lionsgate Also Stalking Miramax?,2010-02-08T12:22:33+0000,5.3,2,5,0.4
After,2010,2,Renée Fleming Rocks Out,2010-02-28T13:27:38+0000,5.1,4,5,0.8
After,2010,2,Risky Trading Wasn’t Just on the Fringe at A.I.G.,2010-02-01T07:34:36+0000,5.3,10,12,0.8
After,2010,2,Corrections,2010-02-08T02:47:22+0000,,0,1,0.0
After,2010,2,Maria Cornejo Plays All the Angles ,2010-02-24T17:17:16+0000,5.82,5,6,0.8
After,2010,2,A.I.G.’s Ex-Top Lawyer Gives Her Side of Pay Dispute,2010-02-18T19:30:09+0000,5.17,13,13,1.0
After,2010,2,"Alice Is Everywhere, Including a Brooklyn Church",2010-02-02T22:12:17+0000,5.53,7,7,1.0
After,2010,2,A Day of Struggle in Port-au-Prince,2010-02-01T04:05:02+0000,5.25,8,8,1.0
After,2010,2,British Court Summary of Secret Documents Says U.S. Mistreated Detainee,2010-02-10T13:46:13+0000,5.07,9,11,0.8
After,2010,2,"On Being a Woman, From Cradle to Grave",2010-02-12T22:24:50+0000,5.32,8,8,1.0
After,2010,2,"Wind Power in Europe Grows, but Credit Remains Tight",2010-02-03T15:15:22+0000,5.55,9,9,1.0
After,2010,2,Officers Acquitted in Mineo Trial,2010-02-22T15:55:37+0000,4.81,3,5,0.6
After,2010,2,Iran Disrupts Internet Service Ahead of Protests,2010-02-11T01:39:19+0000,5.51,6,7,0.9
After,2010,2,Clinton Pleads for Patience at U.S.-Islamic World Forum,2010-02-15T04:39:19+0000,5.54,9,10,0.9
After,2010,2,Murderer’s Young Prey; A Father’s Torment,2010-02-27T00:34:05+0000,5.56,6,8,0.8
After,2010,2,Banks Bet Greece Defaults on Debt They Helped Hide,2010-02-25T02:18:28+0000,5.33,8,9,0.9
After,2010,2,A City Makes a Downtown,2010-02-16T19:45:11+0000,5.52,5,5,1.0
After,2010,2,"Distant Wars, Constant Ghosts",2010-02-23T01:30:07+0000,3.92,4,4,1.0
After,2010,2,Bowls That Could Double as Hats,2010-02-04T04:19:32+0000,5.58,5,6,0.8
After,2010,2,Jumble Fever,2010-02-23T19:35:41+0000,2.78,1,2,0.5
After,2010,2,A Studio Head Slowly Alters the ‘Warner Way’,2010-02-09T23:10:21+0000,5.33,7,8,0.9
After,2010,2,High Tech on the High Seas,2010-02-08T22:00:02+0000,6.15,6,6,1.0
After,2010,2,Store Review: Strangelets in Singapore,2010-02-10T20:13:22+0000,5.7,4,5,0.8
After,2010,2,New Disclosure Rules for ‘Free’ Credit Reports,2010-02-23T17:57:08+0000,5.74,7,7,1.0
After,2010,2,Broadway at the Y,2010-02-08T00:21:52+0000,5.18,4,4,1.0
After,2010,2,Letters,2010-02-13T04:02:28+0000,5.9,1,1,1.0
After,2010,2,‘The Strong Horse’,2010-02-19T17:58:03+0000,6.28,3,3,1.0
After,2010,2,What You Get for $199 a Month,2010-02-12T01:26:37+0000,5.43,6,6,1.0
After,2010,2,Friday Reading,2010-02-19T15:24:33+0000,6.83,2,2,1.0
After,2010,2,Now Accessorizing | Heavenly Gate,2010-02-26T18:42:52+0000,6.15,3,4,0.8
After,2010,2,Finland’s Selanne Ties Olympic Scoring Mark,2010-02-18T02:09:12+0000,5.7,5,7,0.7
After,2010,2,The Benefits of Bulgur,2010-02-12T19:22:24+0000,5.71,3,4,0.8
After,2010,2,Industrial Nostalgia,2010-02-28T20:27:51+0000,5.02,1,2,0.5
After,2010,2,Rinks Become Backyard Entertainment Centers,2010-02-11T02:05:31+0000,6.38,4,5,0.8
After,2010,2,Report Says Cape Wind Would Save Billions,2010-02-12T21:30:20+0000,5.49,6,7,0.9
After,2010,2,Blockbuster Said to Tap Restructuring Advisers,2010-02-24T10:52:54+0000,5.24,5,6,0.8
After,2010,2,The Online Private Sale Trend Packs Its Bags,2010-02-26T20:38:56+0000,5.77,7,8,0.9
After,2010,2,A Bay Area Parent’s Quest for the Cheap and Easy Snow,2010-02-09T18:25:24+0000,5.74,12,12,1.0
After,2010,2,Vulnerability in a Disciplined Performance,2010-02-20T01:55:09+0000,5.83,3,5,0.6
After,2010,2,Haiti’s Children and the Adoption Question,2010-02-01T23:24:25+0000,5.42,7,7,1.0
After,2010,2,Charges Filed in Katrina Inquiry,2010-02-24T20:23:20+0000,4.74,4,5,0.8
After,2010,2,Video: Tiptoeing on Tibet,2010-02-18T12:59:16+0000,6.02,2,4,0.5
After,2010,2,Bunning Blocks Jobless Aid in Senate,2010-02-26T03:03:11+0000,5.25,4,6,0.7
After,2010,2,Q. and A. With the Kabul Bureau,2010-02-24T16:41:30+0000,5.06,6,7,0.9
After,2010,2,Battle Over the Bailout,2010-02-12T23:30:48+0000,4.13,4,4,1.0
After,2010,2,Lottery Numbers,2010-02-02T02:32:17+0000,6.21,2,2,1.0
After,2010,2,Their Corner of the World,2010-02-19T21:01:48+0000,5.27,5,5,1.0
After,2010,2,Navy to Investigate Murtha’s Care,2010-02-18T02:39:52+0000,5.47,5,6,0.8
After,2010,2,"Nothing Magical in Mix, Just a Hard-Earned Gold Medal",2010-02-14T01:50:52+0000,5.91,10,10,1.0
After,2010,2,Dallas Gets Caron Butler as Part of 7-Player Deal,2010-02-14T05:32:45+0000,5.48,8,9,0.9
After,2010,2,Cloudy Future for Fannie and Freddie,2010-02-02T01:26:54+0000,5.54,4,6,0.7
After,2010,2,‘Evita’ Revival Planned for New York Stage,2010-02-24T23:19:16+0000,5.97,6,7,0.9
After,2010,2,Plans for Real Growth at City Hall,2010-02-19T15:30:57+0000,5.83,7,7,1.0
After,2010,2,Corrections,2010-02-19T03:19:58+0000,,0,1,0.0
After,2010,2,Slimmer Doesn’t Always Mean Fitter,2010-02-02T23:24:42+0000,4.93,4,6,0.7
After,2010,2,Sunday Preview,2010-02-26T22:30:28+0000,6.52,2,2,1.0
After,2010,2,White Knuckles and Gold for U.S. Bobsled Team,2010-02-28T01:45:02+0000,5.87,7,9,0.8
After,2010,2,A Unique Film Selection,2010-02-19T21:45:01+0000,6.19,4,4,1.0
After,2010,2,Valentine’s Day Across the Curriculum,2010-02-10T16:48:08+0000,5.66,6,6,1.0
After,2010,2,‘A Dead Hand’,2010-02-26T20:14:25+0000,4.38,3,3,1.0
After,2010,2,"Reassured About Inflation, Investors Push Shares Higher",2010-02-19T15:09:30+0000,5.15,6,7,0.9
After,2010,2,Tech Giants Said to Eye Security Acquisitions,2010-02-04T11:53:46+0000,5.67,7,7,1.0
After,2010,2,Racial Roots Underlie Debate on Felons’ Voting Rights,2010-02-12T16:14:13+0000,5.44,6,8,0.8
After,2010,2,The Art of the Public Apology,2010-02-20T20:04:37+0000,5.34,5,6,0.8
After,2010,2,"They Hate Me, They Really Hate Me — Still",2010-02-20T13:34:16+0000,5.01,8,8,1.0
After,2010,2,Many on South Dakota Reservation Remain Without Power After Storm,2010-02-01T00:57:33+0000,5.33,8,10,0.8
After,2010,2,When Generations Collide: The Who at the Super Bowl,2010-02-05T03:14:51+0000,5.38,9,9,1.0
After,2010,2,An Open Mike for André and Whoopi ,2010-02-26T23:21:57+0000,5.34,5,7,0.7
After,2010,2,Top Judge Suspends President’s Judicial Appointment in Pakistan,2010-02-13T22:40:18+0000,5.32,8,9,0.9
After,2010,2,"At a Queens Chocolate Factory, Grief After Haitian Earthquake",2010-02-03T00:40:53+0000,4.85,8,9,0.9
After,2010,2,Europe’s Recovery Comes to Near Halt,2010-02-13T04:24:04+0000,5.73,6,7,0.9
After,2010,2,Events in New Jersey,2010-02-20T03:47:54+0000,5.95,4,4,1.0
After,2010,2,If Colleges Worked Like Health Care,2010-02-05T11:48:01+0000,6.25,6,6,1.0
After,2010,2,"From That Instant Thrill, Enduring Art, Now for Sale",2010-02-10T23:22:58+0000,5.95,8,9,0.9
After,2010,2,Special Section on Wealth and Personal Finance,2010-02-18T15:40:43+0000,5.94,7,7,1.0
After,2010,2,Love Stories,2010-02-23T11:08:00+0000,7.52,2,2,1.0
After,2010,2,The Challenge of Pricing Surgery Ahead of Time,2010-02-05T19:19:37+0000,5.02,7,8,0.9
After,2010,2,Corrections,2010-02-06T03:04:14+0000,,0,1,0.0
After,2010,2,Recession Tightens Grip on State Tax Revenues,2010-02-23T01:18:59+0000,4.67,6,7,0.9
After,2010,2,Court Says Miranda Rights Don’t Bar Requestioning,2010-02-25T00:47:05+0000,5.2,6,8,0.8
After,2010,2,I Was a Teenage Illiterate,2010-02-26T16:46:24+0000,5.33,4,5,0.8
After,2010,2,Corrections,2010-02-12T06:04:27+0000,,0,1,0.0
After,2010,2,Clearing the Air at American Ports,2010-02-26T02:18:18+0000,5.86,4,6,0.7
After,2010,2,Fashion I.Q. | Twitter Quiz,2010-02-02T21:24:44+0000,5.53,5,5,1.0
